RedFighter,BlueFighter,RedFighter_KD,BlueFighter_KD,RedFighter_STR,BlueFighter_STR,RedFighter_TD,BlueFighter_TD,RedFighter_SUB,BlueFighter_SUB,Event,Date,Location,WL,Winner,Victory_Result,Victory_Method,Round,Time,Weight_Class,Title,Fight_Bonus,Perf_Bonus,Sub_Bonus,KO_Bonus
Elizeu Zaleski dos Santos,Curtis Millender,0,0,6,0,1,0,1,0,UFC Fight Night: Lewis vs. Dos Santos,"March 09, 2019","Wichita, Kansas, USA",WIN,Elizeu Zaleski dos Santos,SUBRear,SUBRear Naked Choke,1,2:35,Welterweight,0.0,0.0,0.0,0.0,0.0
Niko Price,Tim Means,1,0,32,31,0,1,0,0,UFC Fight Night: Lewis vs. Dos Santos,"March 09, 2019","Wichita, Kansas, USA",WIN,Niko Price,KO/TKOPunch,KO/TKOPunch,1,4:50,Welterweight,0.0,0.0,1.0,0.0,0.0
Blagoy Ivanov,Ben Rothwell,0,0,72,70,0,0,0,0,UFC Fight Night: Lewis vs. Dos Santos,"March 09, 2019","Wichita, Kansas, USA",WIN,Blagoy Ivanov,U-DEC,U-DEC,3,5:00,Heavyweight,0.0,0.0,0.0,0.0,0.0
Drew Dober,Beneil Dariush,0,0,31,37,0,2,0,1,UFC Fight Night: Lewis vs. Dos Santos,"March 09, 2019","Wichita, Kansas, USA",WIN,Beneil Dariush,SUBArmbar,SUBArmbar,2,4:41,Lightweight,0.0,0.0,1.0,0.0,0.0
Tim Boetsch,Omari Akhmedov,0,0,41,52,0,0,0,0,UFC Fight Night: Lewis vs. Dos Santos,"March 09, 2019","Wichita, Kansas, USA",WIN,Omari Akhmedov,U-DEC,U-DEC,3,5:00,Middleweight,0.0,0.0,0.0,0.0,0.0
Sergio Moraes,Anthony Rocco Martin,0,0,19,50,3,0,0,0,UFC Fight Night: Lewis vs. Dos Santos,"March 09, 2019","Wichita, Kansas, USA",WIN,Anthony Rocco Martin,U-DEC,U-DEC,3,5:00,Welterweight,0.0,0.0,0.0,0.0,0.0
Marion Reneau,Yana Santos,0,0,58,98,1,1,0,0,UFC Fight Night: Lewis vs. Dos Santos,"March 09, 2019","Wichita, Kansas, USA",WIN,Yana Santos,U-DEC,U-DEC,3,5:00,Women's Bantamweight,0.0,0.0,0.0,0.0,0.0
Grant Dawson,Julian Erosa,0,0,57,49,6,0,1,1,UFC Fight Night: Lewis vs. Dos Santos,"March 09, 2019","Wichita, Kansas, USA",WIN,Grant Dawson,U-DEC,U-DEC,3,5:00,Featherweight,0.0,0.0,0.0,0.0,0.0
Jeff Hughes,Maurice Greene,0,0,66,70,0,0,0,0,UFC Fight Night: Lewis vs. Dos Santos,"March 09, 2019","Wichita, Kansas, USA",WIN,Maurice Greene,S-DEC,S-DEC,3,5:00,Heavyweight,0.0,0.0,0.0,0.0,0.0
Louis Smolka,Matt Schnell,0,0,13,14,0,1,0,2,UFC Fight Night: Lewis vs. Dos Santos,"March 09, 2019","Wichita, Kansas, USA",WIN,Matt Schnell,SUBTriangle,SUBTriangle Choke,1,3:18,Bantamweight,0.0,0.0,0.0,0.0,0.0
Alex Morono,Zak Ottow,0,0,25,10,0,1,1,0,UFC Fight Night: Lewis vs. Dos Santos,"March 09, 2019","Wichita, Kansas, USA",WIN,Alex Morono,KO/TKOElbows,KO/TKOElbows,1,3:34,Welterweight,0.0,0.0,0.0,0.0,0.0
Dan Moret,Alex White,0,0,42,49,1,2,0,3,UFC Fight Night: Lewis vs. Dos Santos,"March 09, 2019","Wichita, Kansas, USA",WIN,Alex White,U-DEC,U-DEC,3,5:00,Lightweight,0.0,0.0,0.0,0.0,0.0
Anthony Smith,Jon Jones,0,0,36,125,0,3,0,0,UFC 235: Jones vs. Smith,"March 02, 2019","Las Vegas, Nevada, USA",WIN,Jon Jones,U-DEC,U-DEC,5,5:00,Light Heavyweight,1.0,0.0,0.0,0.0,0.0
Tyron Woodley,Kamaru Usman,0,0,34,141,0,2,0,0,UFC 235: Jones vs. Smith,"March 02, 2019","Las Vegas, Nevada, USA",WIN,Kamaru Usman,U-DEC,U-DEC,5,5:00,Welterweight,1.0,0.0,0.0,0.0,0.0
Ben Askren,Robbie Lawler,0,0,0,26,1,1,1,0,UFC 235: Jones vs. Smith,"March 02, 2019","Las Vegas, Nevada, USA",WIN,Ben Askren,SUBBulldog,SUBBulldog Choke,1,3:20,Welterweight,0.0,0.0,0.0,0.0,0.0
Tecia Pennington,Zhang Weili,0,0,30,63,0,2,0,0,UFC 235: Jones vs. Smith,"March 02, 2019","Las Vegas, Nevada, USA",WIN,Zhang Weili,U-DEC,U-DEC,3,5:00,Women's Strawweight,0.0,0.0,0.0,0.0,0.0
Cody Garbrandt,Pedro Munhoz,0,1,21,25,0,0,0,0,UFC 235: Jones vs. Smith,"March 02, 2019","Las Vegas, Nevada, USA",WIN,Pedro Munhoz,KO/TKOPunch,KO/TKOPunch,1,4:52,Bantamweight,0.0,1.0,0.0,0.0,0.0
Zabit Magomedsharipov,Jeremy Stephens,0,0,70,41,3,0,0,0,UFC 235: Jones vs. Smith,"March 02, 2019","Las Vegas, Nevada, USA",WIN,Zabit Magomedsharipov,U-DEC,U-DEC,3,5:00,Featherweight,0.0,0.0,0.0,0.0,0.0
Johnny Walker,Misha Cirkunov,1,0,4,1,0,0,0,0,UFC 235: Jones vs. Smith,"March 02, 2019","Las Vegas, Nevada, USA",WIN,Johnny Walker,KO/TKOFlying,KO/TKOFlying Knee,1,0:36,Light Heavyweight,0.0,0.0,1.0,0.0,0.0
Alejandro Perez,Cody Stamann,0,0,41,48,1,0,0,0,UFC 235: Jones vs. Smith,"March 02, 2019","Las Vegas, Nevada, USA",WIN,Cody Stamann,U-DEC,U-DEC,3,5:00,Bantamweight,0.0,0.0,0.0,0.0,0.0
Mickey Gall,Diego Sanchez,0,0,23,56,0,4,0,0,UFC 235: Jones vs. Smith,"March 02, 2019","Las Vegas, Nevada, USA",WIN,Diego Sanchez,KO/TKOPunches,KO/TKOPunches,2,4:13,Welterweight,0.0,0.0,1.0,0.0,0.0
Charles Byrd,Edmen Shahbazyan,0,1,1,13,0,0,0,0,UFC 235: Jones vs. Smith,"March 02, 2019","Las Vegas, Nevada, USA",WIN,Edmen Shahbazyan,KO/TKOElbows,KO/TKOElbows,1,0:38,Middleweight,0.0,0.0,0.0,0.0,0.0
Macy Chiasson,Gina Mazany,1,0,25,14,0,0,0,0,UFC 235: Jones vs. Smith,"March 02, 2019","Las Vegas, Nevada, USA",WIN,Macy Chiasson,KO/TKOPunch,KO/TKOPunch,1,1:49,Women's Bantamweight,0.0,0.0,0.0,0.0,0.0
Polyana Viana,Hannah Cifers,0,1,77,67,0,0,0,0,UFC 235: Jones vs. Smith,"March 02, 2019","Las Vegas, Nevada, USA",WIN,Hannah Cifers,S-DEC,S-DEC,3,5:00,Women's Strawweight,0.0,0.0,0.0,0.0,0.0
Thiago Santos,Jan Blachowicz,1,0,52,20,1,0,0,0,UFC Fight Night: Blachowicz vs. Santos,"February 23, 2019","Prague, Czech Republic",WIN,Thiago Santos,KO/TKOPunch,KO/TKOPunch,3,0:39,Light Heavyweight,0.0,0.0,1.0,0.0,0.0
Marcos Rogerio de Lima,Stefan Struve,1,0,25,0,0,1,0,1,UFC Fight Night: Blachowicz vs. Santos,"February 23, 2019","Prague, Czech Republic",WIN,Stefan Struve,SUBArm,SUBArm Triangle,2,2:21,Heavyweight,0.0,0.0,1.0,0.0,0.0
Michal Oleksiejczuk,Gian Villante,1,0,14,9,0,0,0,0,UFC Fight Night: Blachowicz vs. Santos,"February 23, 2019","Prague, Czech Republic",WIN,Michal Oleksiejczuk,KO/TKOPunch,KO/TKOPunch,1,1:34,Light Heavyweight,0.0,0.0,1.0,0.0,0.0
Liz Carmouche,Lucie Pudilova,0,0,14,33,3,0,2,2,UFC Fight Night: Blachowicz vs. Santos,"February 23, 2019","Prague, Czech Republic",WIN,Liz Carmouche,U-DEC,U-DEC,3,5:00,Women's Flyweight,0.0,0.0,0.0,0.0,0.0
Petr Yan,John Dodson,0,1,80,30,2,2,0,0,UFC Fight Night: Blachowicz vs. Santos,"February 23, 2019","Prague, Czech Republic",WIN,Petr Yan,U-DEC,U-DEC,3,5:00,Bantamweight,0.0,0.0,0.0,0.0,0.0
Klidson Abreu,Magomed Ankalaev,0,1,23,30,0,1,0,0,UFC Fight Night: Blachowicz vs. Santos,"February 23, 2019","Prague, Czech Republic",WIN,Magomed Ankalaev,U-DEC,U-DEC,3,5:00,Light Heavyweight,0.0,0.0,0.0,0.0,0.0
Dwight Grant,Carlo Pedersoli Jr.,1,0,20,17,0,1,0,0,UFC Fight Night: Blachowicz vs. Santos,"February 23, 2019","Prague, Czech Republic",WIN,Dwight Grant,KO/TKOPunch,KO/TKOPunch,1,4:59,Welterweight,0.0,0.0,1.0,0.0,0.0
Daniel Teymur,Chris Fishgold,0,0,17,14,1,5,0,2,UFC Fight Night: Blachowicz vs. Santos,"February 23, 2019","Prague, Czech Republic",WIN,Chris Fishgold,SUBRear,SUBRear Naked Choke,2,1:10,Featherweight,0.0,0.0,0.0,0.0,0.0
Gillian Robertson,Veronica Hardy,0,0,5,23,2,1,1,0,UFC Fight Night: Blachowicz vs. Santos,"February 23, 2019","Prague, Czech Republic",WIN,Gillian Robertson,SUBRear,SUBRear Naked Choke,2,3:27,Women's Flyweight,0.0,0.0,0.0,0.0,0.0
Damir Hadzovic,Marco Polo Reyes,0,0,58,24,2,0,0,0,UFC Fight Night: Blachowicz vs. Santos,"February 23, 2019","Prague, Czech Republic",WIN,Damir Hadzovic,KO/TKOPunches,KO/TKOPunches,2,2:03,Lightweight,0.0,0.0,0.0,0.0,0.0
Michel Prazeres,Ismail Naurdiev,0,0,15,63,3,0,0,1,UFC Fight Night: Blachowicz vs. Santos,"February 23, 2019","Prague, Czech Republic",WIN,Ismail Naurdiev,U-DEC,U-DEC,3,5:00,Welterweight,0.0,0.0,0.0,0.0,0.0
Diego Ferreira,Rustam Khabilov,0,0,83,43,0,3,1,0,UFC Fight Night: Blachowicz vs. Santos,"February 23, 2019","Prague, Czech Republic",WIN,Diego Ferreira,U-DEC,U-DEC,3,5:00,Lightweight,0.0,0.0,0.0,0.0,0.0
Damir Ismagulov,Joel Alvarez,0,0,64,38,0,0,0,0,UFC Fight Night: Blachowicz vs. Santos,"February 23, 2019","Prague, Czech Republic",WIN,Damir Ismagulov,U-DEC,U-DEC,3,5:00,Lightweight,0.0,0.0,0.0,0.0,0.0
Cain Velasquez,Francis Ngannou,0,0,1,6,0,0,0,0,UFC Fight Night: Ngannou vs. Velasquez,"February 17, 2019","Phoenix, Arizona, USA",WIN,Francis Ngannou,KO/TKOPunches,KO/TKOPunches,1,0:26,Heavyweight,0.0,0.0,0.0,0.0,0.0
James Vick,Paul Felder,0,0,61,55,0,0,0,0,UFC Fight Night: Ngannou vs. Velasquez,"February 17, 2019","Phoenix, Arizona, USA",WIN,Paul Felder,U-DEC,U-DEC,3,5:00,Lightweight,0.0,0.0,0.0,0.0,0.0
Cynthia Calvillo,Cortney Casey,0,0,82,73,0,0,0,0,UFC Fight Night: Ngannou vs. Velasquez,"February 17, 2019","Phoenix, Arizona, USA",WIN,Cynthia Calvillo,U-DEC,U-DEC,3,5:00,Women's Strawweight,0.0,0.0,0.0,0.0,0.0
Kron Gracie,Alex Caceres,0,0,2,4,1,0,1,0,UFC Fight Night: Ngannou vs. Velasquez,"February 17, 2019","Phoenix, Arizona, USA",WIN,Kron Gracie,SUBRear,SUBRear Naked Choke,1,2:06,Featherweight,0.0,0.0,1.0,0.0,0.0
Vicente Luque,Bryan Barberena,1,1,163,169,0,0,2,0,UFC Fight Night: Ngannou vs. Velasquez,"February 17, 2019","Phoenix, Arizona, USA",WIN,Vicente Luque,KO/TKOKnee,KO/TKOKnee,3,4:54,Welterweight,0.0,1.0,0.0,0.0,0.0
Myles Jury,Andre Fili,1,0,76,98,0,0,0,0,UFC Fight Night: Ngannou vs. Velasquez,"February 17, 2019","Phoenix, Arizona, USA",WIN,Andre Fili,U-DEC,U-DEC,3,5:00,Featherweight,0.0,0.0,0.0,0.0,0.0
Aljamain Sterling,Jimmie Rivera,0,0,101,24,0,0,0,0,UFC Fight Night: Ngannou vs. Velasquez,"February 17, 2019","Phoenix, Arizona, USA",WIN,Aljamain Sterling,U-DEC,U-DEC,3,5:00,Bantamweight,0.0,0.0,0.0,0.0,0.0
Benito Lopez,Manny Bermudez,0,0,7,7,0,1,0,1,UFC Fight Night: Ngannou vs. Velasquez,"February 17, 2019","Phoenix, Arizona, USA",WIN,Manny Bermudez,SUBGuillotine,SUBGuillotine Choke,1,3:09,Bantamweight,0.0,0.0,0.0,0.0,0.0
Ashlee Evans-Smith,Andrea Lee,0,0,66,111,2,0,0,0,UFC Fight Night: Ngannou vs. Velasquez,"February 17, 2019","Phoenix, Arizona, USA",WIN,Andrea Lee,U-DEC,U-DEC,3,5:00,Women's Flyweight,0.0,0.0,0.0,0.0,0.0
Nik Lentz,Scott Holtzman,0,0,71,54,5,0,1,0,UFC Fight Night: Ngannou vs. Velasquez,"February 17, 2019","Phoenix, Arizona, USA",WIN,Nik Lentz,U-DEC,U-DEC,3,5:00,Lightweight,0.0,0.0,0.0,0.0,0.0
Renan Barao,Luke Sanders,0,1,40,39,0,0,0,0,UFC Fight Night: Ngannou vs. Velasquez,"February 17, 2019","Phoenix, Arizona, USA",WIN,Luke Sanders,KO/TKOPunch,KO/TKOPunch,2,1:01,Bantamweight,0.0,0.0,1.0,0.0,0.0
Aleksandra Albu,Emily Whitmire,0,0,2,3,0,1,0,1,UFC Fight Night: Ngannou vs. Velasquez,"February 17, 2019","Phoenix, Arizona, USA",WIN,Emily Whitmire,SUBRear,SUBRear Naked Choke,1,1:01,Women's Strawweight,0.0,0.0,0.0,0.0,0.0
Anderson Silva,Israel Adesanya,0,0,31,65,0,0,0,0,UFC 234: Adesanya vs. Silva,"February 09, 2019","Melbourne, Victoria, Australia",WIN,Israel Adesanya,U-DEC,U-DEC,3,5:00,Middleweight,0.0,1.0,0.0,0.0,0.0
Lando Vannata,Marcos Mariano,0,0,20,3,1,0,1,0,UFC 234: Adesanya vs. Silva,"February 09, 2019","Melbourne, Victoria, Australia",WIN,Lando Vannata,SUBKimura,SUBKimura,1,4:55,Lightweight,0.0,0.0,0.0,0.0,0.0
Ricky Simon,Rani Yahya,2,0,54,47,4,0,0,0,UFC 234: Adesanya vs. Silva,"February 09, 2019","Melbourne, Victoria, Australia",WIN,Ricky Simon,U-DEC,U-DEC,3,5:00,Bantamweight,0.0,0.0,0.0,0.0,0.0
Nadia Kassem,Montana De La Rosa,0,0,5,21,0,2,0,3,UFC 234: Adesanya vs. Silva,"February 09, 2019","Melbourne, Victoria, Australia",WIN,Montana De La Rosa,SUBArmbar,SUBArmbar,2,2:37,Women's Flyweight,0.0,0.0,1.0,0.0,0.0
Jimmy Crute,Sam Alvey,1,0,14,3,0,0,0,0,UFC 234: Adesanya vs. Silva,"February 09, 2019","Melbourne, Victoria, Australia",WIN,Jimmy Crute,KO/TKOPunches,KO/TKOPunches,1,2:49,Light Heavyweight,0.0,0.0,0.0,0.0,0.0
Dong Hyun Ma,Devonte Smith,0,1,1,19,0,0,0,0,UFC 234: Adesanya vs. Silva,"February 09, 2019","Melbourne, Victoria, Australia",WIN,Devonte Smith,KO/TKOPunch,KO/TKOPunch,1,3:53,Lightweight,0.0,0.0,1.0,0.0,0.0
Shane Young,Austin Arnett,1,0,120,77,0,0,0,0,UFC 234: Adesanya vs. Silva,"February 09, 2019","Melbourne, Victoria, Australia",WIN,Shane Young,U-DEC,U-DEC,3,5:00,Featherweight,0.0,0.0,0.0,0.0,0.0
Kai Kara-France,Raulian Paiva,0,0,58,67,2,0,0,1,UFC 234: Adesanya vs. Silva,"February 09, 2019","Melbourne, Victoria, Australia",WIN,Kai Kara-France,S-DEC,S-DEC,3,5:00,Flyweight,0.0,0.0,0.0,0.0,0.0
Kyung Ho Kang,Teruto Ishihara,1,1,26,17,1,0,1,0,UFC 234: Adesanya vs. Silva,"February 09, 2019","Melbourne, Victoria, Australia",WIN,Kyung Ho Kang,SUBRear,SUBRear Naked Choke,1,3:59,Bantamweight,0.0,0.0,0.0,0.0,0.0
Jalin Turner,Callan Potter,1,0,9,3,0,0,0,0,UFC 234: Adesanya vs. Silva,"February 09, 2019","Melbourne, Victoria, Australia",WIN,Jalin Turner,KO/TKOKick,KO/TKOKick,1,0:53,Lightweight,0.0,0.0,0.0,0.0,0.0
Jonathan Martinez,Wulijiburen,0,0,47,17,1,3,0,1,UFC 234: Adesanya vs. Silva,"February 09, 2019","Melbourne, Victoria, Australia",WIN,Jonathan Martinez,U-DEC,U-DEC,3,5:00,Bantamweight,0.0,0.0,0.0,0.0,0.0
Marlon Moraes,Raphael Assuncao,1,0,10,2,0,0,1,0,UFC Fight Night: Assuncao vs. Moraes 2,"February 02, 2019","Fortaleza, Ceara, Brazil",WIN,Marlon Moraes,SUBGuillotine,SUBGuillotine Choke,1,3:17,Bantamweight,0.0,0.0,1.0,0.0,0.0
Renato Moicano,Jose Aldo,0,0,24,26,0,0,0,0,UFC Fight Night: Assuncao vs. Moraes 2,"February 02, 2019","Fortaleza, Ceara, Brazil",WIN,Jose Aldo,KO/TKOPunches,KO/TKOPunches,2,0:44,Featherweight,0.0,0.0,1.0,0.0,0.0
Demian Maia,Lyman Good,0,0,0,0,2,0,2,0,UFC Fight Night: Assuncao vs. Moraes 2,"February 02, 2019","Fortaleza, Ceara, Brazil",WIN,Demian Maia,SUBRear,SUBRear Naked Choke,1,2:38,Welterweight,0.0,0.0,0.0,0.0,0.0
Charles Oliveira,David Teymur,0,1,28,26,1,0,1,0,UFC Fight Night: Assuncao vs. Moraes 2,"February 02, 2019","Fortaleza, Ceara, Brazil",WIN,Charles Oliveira,SUBAnaconda,SUBAnaconda Choke,2,0:55,Lightweight,0.0,0.0,1.0,0.0,0.0
Justin Ledet,Johnny Walker,0,1,0,7,0,0,0,0,UFC Fight Night: Assuncao vs. Moraes 2,"February 02, 2019","Fortaleza, Ceara, Brazil",WIN,Johnny Walker,KO/TKOSpinning,KO/TKOSpinning Back Fist,1,0:15,Light Heavyweight,0.0,0.0,1.0,0.0,0.0
Livinha Souza,Sarah Frota,0,0,23,32,4,0,3,0,UFC Fight Night: Assuncao vs. Moraes 2,"February 02, 2019","Fortaleza, Ceara, Brazil",WIN,Livinha Souza,S-DEC,S-DEC,3,5:00,Women's Strawweight,0.0,0.0,0.0,0.0,0.0
Markus Perez,Anthony Hernandez,0,0,16,17,1,0,1,0,UFC Fight Night: Assuncao vs. Moraes 2,"February 02, 2019","Fortaleza, Ceara, Brazil",WIN,Markus Perez,SUBAnaconda,SUBAnaconda Choke,2,1:07,Middleweight,0.0,0.0,0.0,0.0,0.0
Taila Santos,Mara Romero Borella,0,0,36,29,1,2,2,0,UFC Fight Night: Assuncao vs. Moraes 2,"February 02, 2019","Fortaleza, Ceara, Brazil",WIN,Mara Romero Borella,S-DEC,S-DEC,3,5:00,Women's Flyweight,0.0,0.0,0.0,0.0,0.0
Max Griffin,Thiago Alves,1,0,112,83,2,0,0,0,UFC Fight Night: Assuncao vs. Moraes 2,"February 02, 2019","Fortaleza, Ceara, Brazil",WIN,Thiago Alves,S-DEC,S-DEC,3,5:00,Welterweight,0.0,0.0,0.0,0.0,0.0
Jairzinho Rozenstruik,Junior Albini,1,0,19,18,0,2,0,0,UFC Fight Night: Assuncao vs. Moraes 2,"February 02, 2019","Fortaleza, Ceara, Brazil",WIN,Jairzinho Rozenstruik,KO/TKOKick,KO/TKOKick,2,0:54,Heavyweight,0.0,0.0,0.0,0.0,0.0
Geraldo de Freitas,Felipe Colares,0,0,49,21,6,3,0,0,UFC Fight Night: Assuncao vs. Moraes 2,"February 02, 2019","Fortaleza, Ceara, Brazil",WIN,Geraldo de Freitas,U-DEC,U-DEC,3,5:00,Featherweight,0.0,0.0,0.0,0.0,0.0
Said Nurmagomedov,Ricardo Ramos,1,0,17,2,0,0,0,0,UFC Fight Night: Assuncao vs. Moraes 2,"February 02, 2019","Fortaleza, Ceara, Brazil",WIN,Said Nurmagomedov,KO/TKOSpinning,KO/TKOSpinning Back Kick,1,2:28,Bantamweight,0.0,0.0,0.0,0.0,0.0
Bibulatov Magomed,Rogerio Bontorin,0,0,58,40,4,1,0,2,UFC Fight Night: Assuncao vs. Moraes 2,"February 02, 2019","Fortaleza, Ceara, Brazil",WIN,Rogerio Bontorin,S-DEC,S-DEC,3,5:00,Flyweight,0.0,0.0,0.0,0.0,0.0
TJ Dillashaw,Henry Cejudo,0,1,1,18,0,0,0,0,UFC Fight Night: Cejudo vs. Dillashaw,"January 19, 2019","Brooklyn, New York, USA",WIN,Henry Cejudo,KO/TKOPunches,KO/TKOPunches,1,0:32,Flyweight,1.0,0.0,1.0,0.0,0.0
Allen Crowder,Greg Hardy,0,0,12,29,1,0,1,0,UFC Fight Night: Cejudo vs. Dillashaw,"January 19, 2019","Brooklyn, New York, USA",WIN,Allen Crowder,DQ,DQ,2,2:28,Heavyweight,0.0,0.0,0.0,0.0,0.0
Gregor Gillespie,Yancy Medeiros,0,0,51,1,6,0,0,0,UFC Fight Night: Cejudo vs. Dillashaw,"January 19, 2019","Brooklyn, New York, USA",WIN,Gregor Gillespie,KO/TKOPunches,KO/TKOPunches,2,4:59,Lightweight,0.0,0.0,0.0,0.0,0.0
Joseph Benavidez,Dustin Ortiz,1,0,21,49,7,3,0,0,UFC Fight Night: Cejudo vs. Dillashaw,"January 19, 2019","Brooklyn, New York, USA",WIN,Joseph Benavidez,U-DEC,U-DEC,3,5:00,Flyweight,0.0,0.0,0.0,0.0,0.0
Paige VanZant,Rachael Ostovich,0,0,17,10,0,4,2,0,UFC Fight Night: Cejudo vs. Dillashaw,"January 19, 2019","Brooklyn, New York, USA",WIN,Paige VanZant,SUBArmbar,SUBArmbar,2,1:50,Women's Flyweight,0.0,0.0,0.0,0.0,0.0
Karl Roberson,Glover Teixeira,1,0,24,6,0,1,0,1,UFC Fight Night: Cejudo vs. Dillashaw,"January 19, 2019","Brooklyn, New York, USA",WIN,Glover Teixeira,SUBArm,SUBArm Triangle,1,3:21,Light Heavyweight,0.0,0.0,0.0,0.0,0.0
Alexander Hernandez,Donald Cerrone,0,1,49,80,0,1,0,0,UFC Fight Night: Cejudo vs. Dillashaw,"January 19, 2019","Brooklyn, New York, USA",WIN,Donald Cerrone,KO/TKOKick,KO/TKOKick,2,3:43,Lightweight,0.0,1.0,1.0,0.0,0.0
Joanne Wood,Ariane da Silva,0,0,85,53,1,1,2,0,UFC Fight Night: Cejudo vs. Dillashaw,"January 19, 2019","Brooklyn, New York, USA",WIN,Joanne Wood,U-DEC,U-DEC,3,5:00,Women's Flyweight,0.0,0.0,0.0,0.0,0.0
Alonzo Menifield,Vinicius Moreira,1,0,33,11,0,0,0,0,UFC Fight Night: Cejudo vs. Dillashaw,"January 19, 2019","Brooklyn, New York, USA",WIN,Alonzo Menifield,KO/TKOPunch,KO/TKOPunch,1,3:56,Light Heavyweight,0.0,0.0,0.0,0.0,0.0
Mario Bautista,Cory Sandhagen,0,1,9,17,1,1,0,2,UFC Fight Night: Cejudo vs. Dillashaw,"January 19, 2019","Brooklyn, New York, USA",WIN,Cory Sandhagen,SUBArmbar,SUBArmbar,1,3:31,Bantamweight,0.0,0.0,0.0,0.0,0.0
Te Edwards,Dennis Bermudez,1,0,23,63,0,5,0,2,UFC Fight Night: Cejudo vs. Dillashaw,"January 19, 2019","Brooklyn, New York, USA",WIN,Dennis Bermudez,U-DEC,U-DEC,3,5:00,Lightweight,0.0,0.0,0.0,0.0,0.0
Belal Muhammad,Geoff Neal,0,2,63,71,0,0,0,0,UFC Fight Night: Cejudo vs. Dillashaw,"January 19, 2019","Brooklyn, New York, USA",WIN,Geoff Neal,U-DEC,U-DEC,3,5:00,Welterweight,0.0,0.0,0.0,0.0,0.0
Chance Rencountre,Kyle Stewart,0,0,6,2,2,0,1,0,UFC Fight Night: Cejudo vs. Dillashaw,"January 19, 2019","Brooklyn, New York, USA",WIN,Chance Rencountre,SUBRear,SUBRear Naked Choke,1,2:25,Welterweight,0.0,0.0,0.0,0.0,0.0
Alexander Gustafsson,Jon Jones,0,0,22,59,0,1,0,0,UFC 232: Jones vs. Gustafsson 2,"December 29, 2018","Los Angeles, California, USA",WIN,Jon Jones,KO/TKOPunches,KO/TKOPunches,3,2:02,Light Heavyweight,1.0,0.0,0.0,0.0,0.0
Amanda Nunes,Cristiane Justino,2,0,13,3,0,0,0,0,UFC 232: Jones vs. Gustafsson 2,"December 29, 2018","Los Angeles, California, USA",WIN,Amanda Nunes,KO/TKOPunches,KO/TKOPunches,1,0:51,Women's Featherweight,1.0,0.0,1.0,0.0,0.0
Michael Chiesa,Carlos Condit,0,0,10,5,4,0,1,1,UFC 232: Jones vs. Gustafsson 2,"December 29, 2018","Los Angeles, California, USA",WIN,Michael Chiesa,SUBKimura,SUBKimura,2,0:56,Welterweight,0.0,0.0,0.0,0.0,0.0
Corey Anderson,Ilir Latifi,0,0,40,33,0,0,0,0,UFC 232: Jones vs. Gustafsson 2,"December 29, 2018","Los Angeles, California, USA",WIN,Corey Anderson,U-DEC,U-DEC,3,5:00,Light Heavyweight,0.0,0.0,0.0,0.0,0.0
Alexander Volkanovski,Chad Mendes,1,1,54,28,0,3,0,0,UFC 232: Jones vs. Gustafsson 2,"December 29, 2018","Los Angeles, California, USA",WIN,Alexander Volkanovski,KO/TKOPunches,KO/TKOPunches,2,4:14,Featherweight,0.0,1.0,0.0,0.0,0.0
Walt Harris,Andrei Arlovski,0,0,24,44,1,0,0,0,UFC 232: Jones vs. Gustafsson 2,"December 29, 2018","Los Angeles, California, USA",NCNC,Andrei Arlovski,Overturned,Overturned,3,5:00,Heavyweight,0.0,0.0,0.0,0.0,0.0
Cat Zingano,Megan Anderson,0,0,3,3,0,0,0,0,UFC 232: Jones vs. Gustafsson 2,"December 29, 2018","Los Angeles, California, USA",WIN,Megan Anderson,KO/TKOKick,KO/TKOKick,1,1:01,Women's Featherweight,0.0,0.0,0.0,0.0,0.0
Petr Yan,Douglas Silva de Andrade,0,0,76,28,3,0,1,0,UFC 232: Jones vs. Gustafsson 2,"December 29, 2018","Los Angeles, California, USA",WIN,Petr Yan,KO/TKO,KO/TKO,2,5:00,Bantamweight,0.0,0.0,0.0,0.0,0.0
Ryan Hall,BJ Penn,0,0,6,3,0,0,1,0,UFC 232: Jones vs. Gustafsson 2,"December 29, 2018","Los Angeles, California, USA",WIN,Ryan Hall,SUBHeel,SUBHeel Hook,1,2:46,Lightweight,0.0,0.0,1.0,0.0,0.0
Andre Ewell,Nathaniel Wood,0,1,15,61,0,2,0,1,UFC 232: Jones vs. Gustafsson 2,"December 29, 2018","Los Angeles, California, USA",WIN,Nathaniel Wood,SUBRear,SUBRear Naked Choke,3,4:12,Bantamweight,0.0,0.0,0.0,0.0,0.0
Uriah Hall,Bevon Lewis,1,0,39,68,0,0,0,0,UFC 232: Jones vs. Gustafsson 2,"December 29, 2018","Los Angeles, California, USA",WIN,Uriah Hall,KO/TKOPunch,KO/TKOPunch,3,1:32,Middleweight,0.0,0.0,0.0,0.0,0.0
Siyar Bahadurzada,Curtis Millender,0,0,40,89,3,0,0,0,UFC 232: Jones vs. Gustafsson 2,"December 29, 2018","Los Angeles, California, USA",WIN,Curtis Millender,U-DEC,U-DEC,3,5:00,Welterweight,0.0,0.0,0.0,0.0,0.0
